chr,start,end,gene_ID,exon_number,strand,gene_name,isoforms
chr3R,23680512,23681147,FBgn0040227,2,+,eIF-3p66,1
chr3R,23681217,23681509,FBgn0040227,3,+,eIF-3p66,1
chr3R,23681586,23682317,FBgn0040227,4,+,eIF-3p66,1
chr2L,15005733,15005872,FBgn0040228,1,+,DCTN5-p25,1
chr2L,15005961,15006260,FBgn0040228,2,+,DCTN5-p25,1
chr2L,15006318,15006607,FBgn0040228,3,+,DCTN5-p25,1
chr3L,15826888,15827096,FBgn0040230,1,+,dbo,1
chr3L,15827946,15828051,FBgn0040230,2,+,dbo,1
chr3L,15828319,15829037,FBgn0040230,3,+,dbo,1
chr3L,15829186,15829877,FBgn0040230,4,+,dbo,1
chr3L,15830016,15830205,FBgn0040230,5,+,dbo,1
chr3L,15830271,15832004,FBgn0040230,6,+,dbo,1
chr2L,11268708,11269002,FBgn0040232,1,-,cmet,1
chr2L,11268510,11268632,FBgn0040232,2,-,cmet,1
chr2L,11268106,11268452,FBgn0040232,3,-,cmet,1
chr2L,11267151,11268052,FBgn0040232,4,-,cmet,1
chr2L,11266882,11267046,FBgn0040232,5,-,cmet,1
chr2L,11262819,11266557,FBgn0040232,6,-,cmet,1
chr2L,11262617,11262751,FBgn0040232,7,-,cmet,1
chr2L,11262486,11262560,FBgn0040232,8,-,cmet,1
chr2L,11262244,11262429,FBgn0040232,9,-,cmet,1
chr2L,11262063,11262180,FBgn0040232,10,-,cmet,1
chr2L,11261511,11262004,FBgn0040232,11,-,cmet,1
chr2L,11261026,11261454,FBgn0040232,12,-,cmet,1
chr2L,11269780,11270042,FBgn0040233,1,+,cana,1
chr2L,11270118,11270240,FBgn0040233,2,+,cana,1
chr2L,11270298,11270644,FBgn0040233,3,+,cana,1
chr2L,11270698,11271533,FBgn0040233,4,+,cana,1
chr2L,11272685,11276075,FBgn0040233,5,+,cana,1
chr2L,11276137,11276337,FBgn0040233,6,+,cana,1
chr2L,11276399,11276548,FBgn0040233,7,+,cana,1
chr2L,11276605,11276856,FBgn0040233,8,+,cana,1
chr2L,11276921,11277196,FBgn0040233,9,+,cana,1
chr2L,11277255,11277375,FBgn0040233,10,+,cana,1
chr2L,11277441,11277846,FBgn0040233,11,+,cana,1
chrX,9319359,9319684,FBgn0040234,1,+,c12.2,1
chrX,9320085,9320512,FBgn0040234,2,+,c12.2,1
chrX,9320587,9320907,FBgn0040234,3,+,c12.2,1
chrX,9320967,9321538,FBgn0040234,4,+,c12.2,1
chrX,9321603,9323714,FBgn0040234,5,+,c12.2,1
chrX,9323768,9324202,FBgn0040234,6,+,c12.2,1
chrX,9324260,9324458,FBgn0040234,7,+,c12.2,1
chrX,9318992,9319223,FBgn0040235,1,-,c12.1,1
chrX,9317915,9318928,FBgn0040235,2,-,c12.1,1
chrX,9282793,9283117,FBgn0040236,1,-,c11.1,1
chrX,9281451,9281628,FBgn0040236,2,-,c11.1,1
chrX,9278956,9281387,FBgn0040236,3,-,c11.1,1
chrX,9278252,9278897,FBgn0040236,4,-,c11.1,1
chrX,9277715,9278189,FBgn0040236,5,-,c11.1,1
chrX,9277449,9277652,FBgn0040236,6,-,c11.1,1
chrX,9276494,9277384,FBgn0040236,7,-,c11.1,1
chrX,9276329,9276431,FBgn0040236,8,-,c11.1,1
chrX,9275318,9276267,FBgn0040236,9,-,c11.1,1
chr3R,16264070,16264115,FBgn0040237,1,-,bor,1
chr3R,16263730,16264016,FBgn0040237,2,-,bor,1
chr3R,16263147,16263621,FBgn0040237,3,-,bor,1
chr3R,16262262,16263086,FBgn0040237,4,-,bor,1
chr3R,16261991,16262189,FBgn0040237,5,-,bor,1
chr3R,16261355,16261926,FBgn0040237,6,-,bor,1
chr3R,10170192,10170487,FBgn0040238,1,-,Best1,1
chr3R,10167249,10167461,FBgn0040238,2,-,Best1,1
chr3R,10166124,10166234,FBgn0040238,3,-,Best1,1
chr3R,10165019,10165775,FBgn0040238,4,-,Best1,1
chr3R,10164575,10164961,FBgn0040238,5,-,Best1,1
chr3R,10163199,10163856,FBgn0040238,6,-,Best1,1
chr3R,10161464,10162310,FBgn0040238,7,-,Best1,1
chr3L,5565231,5565371,FBgn0040239,1,+,bc10,1
chr3L,5565527,5566765,FBgn0040239,2,+,bc10,1
chr3R,11175140,11175408,FBgn0040250,1,-,Ugt86Dj,1
chr3R,11173441,11174908,FBgn0040250,2,-,Ugt86Dj,1
chr3R,11153559,11153849,FBgn0040251,1,-,Ugt86Di,1
chr3R,11153234,11153493,FBgn0040251,2,-,Ugt86Di,1
chr3R,11151026,11153030,FBgn0040251,3,-,Ugt86Di,1
chr3R,11175529,11175833,FBgn0040252,1,+,Ugt86Dh,1
chr3R,11176184,11177910,FBgn0040252,2,+,Ugt86Dh,1
chr3R,11165834,11166074,FBgn0040253,1,-,Ugt86Dg,1
chr3R,11164423,11165765,FBgn0040253,2,-,Ugt86Dg,1
chr3R,11167711,11167981,FBgn0040255,1,-,Ugt86De,1
chr3R,11166177,11167644,FBgn0040255,2,-,Ugt86De,1
chr3R,11128068,11128328,FBgn0040256,1,-,Ugt86Dd,1
chr3R,11126597,11128006,FBgn0040256,2,-,Ugt86Dd,1
chr3R,11154626,11154898,FBgn0040257,1,+,Ugt86Dc,1
chr3R,11155192,11156513,FBgn0040257,2,+,Ugt86Dc,1
chr3R,11157098,11157493,FBgn0040259,1,+,Ugt86Da,1
chr3R,11158078,11158337,FBgn0040259,2,+,Ugt86Da,1
chr3R,11158407,11159744,FBgn0040259,3,+,Ugt86Da,1
chr2L,16799025,16799133,FBgn0040260,1,+,Ugt36Bc,1
chr2L,16799681,16800520,FBgn0040260,2,+,Ugt36Bc,1
chr2L,16800600,16801584,FBgn0040260,3,+,Ugt36Bc,1
chr2L,16796595,16797292,FBgn0040261,1,+,Ugt36Bb,1
chr2L,16797352,16798273,FBgn0040261,2,+,Ugt36Bb,1
chr2L,16794211,16796009,FBgn0040262,1,+,Ugt36Ba,1
chr2L,19498168,19498393,FBgn0040268,1,+,Top3alpha,1
chr2L,19498460,19499093,FBgn0040268,2,+,Top3alpha,1
chr2L,19499146,19499607,FBgn0040268,3,+,Top3alpha,1
chr2L,19499666,19502268,FBgn0040268,4,+,Top3alpha,1
chr3R,16337845,16338543,FBgn0040271,1,-,Sulf1,1
chr3R,16330920,16330956,FBgn0040271,2,-,Sulf1,1
chr3R,16321963,16322169,FBgn0040271,3,-,Sulf1,1
chr3R,16314365,16315246,FBgn0040271,4,-,Sulf1,1
chr3R,16313824,16314150,FBgn0040271,5,-,Sulf1,1
chr3R,16313106,16313769,FBgn0040271,6,-,Sulf1,1
chr3R,16312173,16313035,FBgn0040271,7,-,Sulf1,1
chr3R,16311801,16312111,FBgn0040271,8,-,Sulf1,1
chr3R,16311527,16311724,FBgn0040271,9,-,Sulf1,1
chr3R,16311361,16311463,FBgn0040271,10,-,Sulf1,1
chr3R,16310542,16311292,FBgn0040271,11,-,Sulf1,1
chr2R,19437483,19437581,FBgn0040273,1,+,Spt5,1
chr2R,19437955,19438343,FBgn0040273,2,+,Spt5,1
chr2R,19438407,19438531,FBgn0040273,3,+,Spt5,1
chr2R,19438590,19438727,FBgn0040273,4,+,Spt5,1
chr2R,19438785,19439235,FBgn0040273,5,+,Spt5,1
chr2R,19439298,19439368,FBgn0040273,6,+,Spt5,1
chr2R,19439426,19439592,FBgn0040273,7,+,Spt5,1
chr2R,19439653,19439825,FBgn0040273,8,+,Spt5,1
chr2R,19439881,19440134,FBgn0040273,9,+,Spt5,1
chr2R,19440194,19440389,FBgn0040273,10,+,Spt5,1
chr2R,19440444,19441167,FBgn0040273,11,+,Spt5,1
chr2R,19441226,19441898,FBgn0040273,12,+,Spt5,1
chr3R,6299128,6299492,FBgn0040279,1,+,Osi14,1
chr3R,6299959,6300164,FBgn0040279,2,+,Osi14,1
chr3R,6300219,6300738,FBgn0040279,3,+,Osi14,1
chr3L,1196317,1196655,FBgn0040281,1,+,Aplip1,1
chr3L,1196937,1197313,FBgn0040281,2,+,Aplip1,1
chr3L,1197530,1198230,FBgn0040281,3,+,Aplip1,1
chr3L,1198299,1198486,FBgn0040281,4,+,Aplip1,1
chr3L,1198555,1199339,FBgn0040281,5,+,Aplip1,1
chr3R,24058287,24058799,FBgn0040283,1,+,SMC1,1
chr3R,24058855,24059003,FBgn0040283,2,+,SMC1,1
chr3R,24059062,24059230,FBgn0040283,3,+,SMC1,1
chr3R,24059289,24060311,FBgn0040283,4,+,SMC1,1
chr3R,24060375,24060944,FBgn0040283,5,+,SMC1,1
chr3R,24061011,24061266,FBgn0040283,6,+,SMC1,1
chr3R,24061323,24061627,FBgn0040283,7,+,SMC1,1
chr3R,24061691,24061791,FBgn0040283,8,+,SMC1,1
chr3R,24061857,24062360,FBgn0040283,9,+,SMC1,1
chr3R,24062421,24062598,FBgn0040283,10,+,SMC1,1
chr3R,24062660,24062815,FBgn0040283,11,+,SMC1,1
chr3R,16341728,16341988,FBgn0040284,1,-,SF2,1
chr3R,16341229,16341598,FBgn0040284,2,-,SF2,1
chr3R,16340822,16340946,FBgn0040284,3,-,SF2,1
chr3R,16338943,16340762,FBgn0040284,4,-,SF2,1
chrX,15449705,15449883,FBgn0040285,1,-,Scamp,1
chrX,15449281,15449508,FBgn0040285,2,-,Scamp,1
chrX,15448379,15448580,FBgn0040285,3,-,Scamp,1
chrX,15447895,15448024,FBgn0040285,4,-,Scamp,1
chrX,15446179,15447830,FBgn0040285,5,-,Scamp,1
chr3L,8175755,8175978,FBgn0040290,1,-,RecQ4,1
chr3L,8172532,8175701,FBgn0040290,2,-,RecQ4,1
chr3L,8171728,8172468,FBgn0040290,3,-,RecQ4,1
chr3L,8171490,8171665,FBgn0040290,4,-,RecQ4,1
chr3L,8171114,8171430,FBgn0040290,5,-,RecQ4,1
chr3L,8170640,8171052,FBgn0040290,6,-,RecQ4,1
chr3L,357981,358486,FBgn0040291,1,+,Roc1b,1
chr2R,17568732,17569177,FBgn0040294,1,+,POSH,1
chr2R,17569246,17569354,FBgn0040294,2,+,POSH,1
chr2R,17569522,17571166,FBgn0040294,3,+,POSH,1
chr2R,17571234,17571413,FBgn0040294,4,+,POSH,1
chr2R,17571473,17571766,FBgn0040294,5,+,POSH,1
chr2R,17571828,17572322,FBgn0040294,6,+,POSH,1
chr3L,14974848,14976040,FBgn0040296,1,+,Ocho,1
chr2L,21104568,21105008,FBgn0040297,1,+,Nhe2,1
chr2L,21114594,21115092,FBgn0040297,2,+,Nhe2,1
chr2L,21116260,21116482,FBgn0040297,3,+,Nhe2,1
chr2L,21117871,21118134,FBgn0040297,4,+,Nhe2,1
chr2L,21119753,21119952,FBgn0040297,5,+,Nhe2,1
chr2L,21120060,21120180,FBgn0040297,6,+,Nhe2,1
chr2L,21120276,21120414,FBgn0040297,7,+,Nhe2,1
chr2L,21120479,21120696,FBgn0040297,8,+,Nhe2,1
chr2L,21120755,21121047,FBgn0040297,9,+,Nhe2,1
chr2L,21121110,21121235,FBgn0040297,10,+,Nhe2,1
chr2L,21121582,21121769,FBgn0040297,11,+,Nhe2,1
chr2L,21122251,21122389,FBgn0040297,12,+,Nhe2,1
chr2L,21124135,21124191,FBgn0040297,13,+,Nhe2,1
chr2L,21124287,21124373,FBgn0040297,14,+,Nhe2,1
chr2L,21124440,21124614,FBgn0040297,15,+,Nhe2,1
chr2L,21125317,21125439,FBgn0040297,16,+,Nhe2,1
chr2L,21127850,21128062,FBgn0040297,17,+,Nhe2,1
chr2L,21128779,21129082,FBgn0040297,18,+,Nhe2,1
chr2L,21132034,21132909,FBgn0040297,19,+,Nhe2,1
chr3L,5778587,5779591,FBgn0040298,1,-,Myt1,1
chr3L,5778379,5778524,FBgn0040298,2,-,Myt1,1
chr3L,5777958,5778322,FBgn0040298,3,-,Myt1,1
chr3L,5777476,5777899,FBgn0040298,4,-,Myt1,1
chr2L,7666047,7666103,FBgn0040299,1,+,Myo28B1,1
chr2L,7680608,7680871,FBgn0040299,2,+,Myo28B1,1
chr2L,7680936,7682057,FBgn0040299,3,+,Myo28B1,1
chr2L,7682113,7682628,FBgn0040299,4,+,Myo28B1,1
chr2L,7682730,7683749,FBgn0040299,5,+,Myo28B1,1
chr2L,7685763,7685972,FBgn0040299,6,+,Myo28B1,1
chr2L,7686027,7686325,FBgn0040299,7,+,Myo28B1,1
chr2L,7686388,7687923,FBgn0040299,8,+,Myo28B1,1
chr2L,7687974,7688097,FBgn0040299,9,+,Myo28B1,1
chr2L,7688165,7689459,FBgn0040299,10,+,Myo28B1,1
chr3L,9430312,9430836,FBgn0040305,1,+,MTF-1,1
chr3L,9435857,9436007,FBgn0040305,2,+,MTF-1,1
chr3L,9436116,9438711,FBgn0040305,3,+,MTF-1,1
chr3L,3042359,3042450,FBgn0040308,1,+,Jafrac2,1
chr3L,3043045,3043205,FBgn0040308,2,+,Jafrac2,1
chr3L,3043272,3043389,FBgn0040308,3,+,Jafrac2,1
chr3L,3043441,3043846,FBgn0040308,4,+,Jafrac2,1
chr3L,3043905,3044174,FBgn0040308,5,+,Jafrac2,1
chrX,13329824,13329964,FBgn0040309,1,+,Jafrac1,1
chrX,13331122,13331994,FBgn0040309,2,+,Jafrac1,1
chr3L,14597786,14599540,FBgn0040318,1,-,HGTX,1
chr3L,14595890,14596075,FBgn0040318,2,-,HGTX,1
chr3L,14590001,14590197,FBgn0040318,3,-,HGTX,1
chr3L,14583222,14584097,FBgn0040318,4,-,HGTX,1
chrX,8115417,8116147,FBgn0040319,1,-,Gclc,1
chrX,8105268,8105894,FBgn0040319,2,-,Gclc,1
chrX,8104037,8105193,FBgn0040319,3,-,Gclc,1
chrX,8103788,8103969,FBgn0040319,4,-,Gclc,1
chrX,8102181,8103721,FBgn0040319,5,-,Gclc,1
chr3L,8955021,8956551,FBgn0040321,1,+,GNBP3,1
chr3L,18675219,18675413,FBgn0040322,1,-,GNBP2,1
chr3L,18674545,18674977,FBgn0040322,2,-,GNBP2,1
chr3L,18674169,18674482,FBgn0040322,3,-,GNBP2,1
chr3L,18674048,18674104,FBgn0040322,4,-,GNBP2,1
chr3L,18673474,18673975,FBgn0040322,5,-,GNBP2,1
chr3L,18675800,18676123,FBgn0040323,1,+,GNBP1,1
chr3L,18676296,18677080,FBgn0040323,2,+,GNBP1,1
chr3L,18677145,18677522,FBgn0040323,3,+,GNBP1,1
chr3L,18677579,18677876,FBgn0040323,4,+,GNBP1,1
chr4,571755,571863,FBgn0040324,1,+,Ephrin,1
chr4,573613,574428,FBgn0040324,2,+,Ephrin,1
chr4,575335,575645,FBgn0040324,3,+,Ephrin,1
chr4,575702,576325,FBgn0040324,4,+,Ephrin,1
chr4,576979,578143,FBgn0040324,5,+,Ephrin,1
chrX,2623595,2624575,FBgn0040333,1,-,brv3,1
chrX,2622435,2623514,FBgn0040333,2,-,brv3,1
chrX,2622069,2622341,FBgn0040333,3,-,brv3,1
chrX,2619116,2619738,FBgn0040334,1,-,Tsp3A,1
chrX,2618869,2619039,FBgn0040334,2,-,Tsp3A,1
chrX,2617758,2618761,FBgn0040334,3,-,Tsp3A,1
chrX,2619799,2620593,FBgn0040336,1,+,Seipin,1
chrX,2620825,2621312,FBgn0040336,2,+,Seipin,1
chrX,2621379,2622140,FBgn0040336,3,+,Seipin,1
chrX,1026791,1027546,FBgn0040337,1,+,CG3021,1
chrX,1027635,1028290,FBgn0040337,2,+,CG3021,1
chrX,1011474,1011643,FBgn0040338,1,-,TfIIA-S-2,1
chrX,1011101,1011392,FBgn0040338,2,-,TfIIA-S-2,1
chrX,928139,928327,FBgn0040339,1,+,MED22,1
chrX,928384,928485,FBgn0040339,2,+,MED22,1
chrX,928550,928860,FBgn0040339,3,+,MED22,1
chrX,935232,935838,FBgn0040340,1,+,TRAM,1
chrX,936330,937822,FBgn0040340,2,+,TRAM,1
chrX,875732,876612,FBgn0040341,1,+,CG11664,1
chrX,930931,932475,FBgn0040342,1,-,CG3706,1
chrX,846171,847157,FBgn0040343,1,-,CG3713,1
chrX,926696,927582,FBgn0040344,1,-,CG3711,1
chrX,925218,926633,FBgn0040344,2,-,CG3711,1
chrX,924973,925148,FBgn0040344,3,-,CG3711,1
chrX,924739,924917,FBgn0040344,4,-,CG3711,1
chrX,923605,924618,FBgn0040344,5,-,CG3711,1
chrX,922889,923551,FBgn0040344,6,-,CG3711,1
chrX,928798,930098,FBgn0040345,1,-,CG3708,1
chrX,940152,940805,FBgn0040346,1,-,CG3704,1
chrX,939733,940086,FBgn0040346,2,-,CG3704,1
chrX,939170,939676,FBgn0040346,3,-,CG3704,1
chrX,941075,943229,FBgn0040347,1,+,mus81,1
chrX,944396,945773,FBgn0040348,1,-,CG3703,1
chrX,943302,944096,FBgn0040348,2,-,CG3703,1
chrX,942474,942796,FBgn0040348,3,-,CG3703,1
chrX,946662,947500,FBgn0040349,1,-,CG3699,1
chrX,951440,951900,FBgn0040350,1,-,CG3690,1
chrX,951197,951375,FBgn0040350,2,-,CG3690,1
chrX,950658,950839,FBgn0040350,3,-,CG3690,1
chrX,950364,950599,FBgn0040350,4,-,CG3690,1
chrX,949958,950250,FBgn0040350,5,-,CG3690,1
chrX,949733,949892,FBgn0040350,6,-,CG3690,1
chrX,949544,949671,FBgn0040350,7,-,CG3690,1
chrX,948585,949485,FBgn0040350,8,-,CG3690,1
chrX,1026514,1026703,FBgn0040351,1,-,CG11638,1
chrX,1016521,1016708,FBgn0040351,2,-,CG11638,1
chrX,1015469,1016246,FBgn0040351,3,-,CG11638,1
chrX,1015140,1015349,FBgn0040351,4,-,CG11638,1
chrX,1013984,1015079,FBgn0040351,5,-,CG11638,1
chrX,2872743,2872853,FBgn0040352,1,-,CG14416,1
chrX,2871884,2872687,FBgn0040352,2,-,CG14416,1
chrX,2875428,2876533,FBgn0040353,1,-,CG14417,1
chrX,2883552,2883661,FBgn0040354,1,-,CG14418,1
chrX,2882226,2883467,FBgn0040354,2,-,CG14418,1
chrX,2890768,2890883,FBgn0040355,1,+,CG3526,1
chrX,2893221,2893964,FBgn0040355,2,+,CG3526,1
chrX,2809881,2810846,FBgn0040356,1,+,CG12498,1
chrX,1206737,1207555,FBgn0040357,1,+,CG14624,1
chrX,1199546,1199671,FBgn0040358,1,+,CG14625,1
chrX,1200625,1200847,FBgn0040358,2,+,CG14625,1
chrX,1200928,1203157,FBgn0040358,3,+,CG14625,1
chrX,1191308,1191713,FBgn0040359,1,+,CG11380,1
chrX,1194198,1194595,FBgn0040359,2,+,CG11380,1
chrX,1194664,1196660,FBgn0040359,3,+,CG11380,1
chrX,1184778,1185087,FBgn0040360,1,+,CG14626,1
chrX,1186759,1187126,FBgn0040360,2,+,CG14626,1
chrX,1187851,1188585,FBgn0040360,3,+,CG14626,1
chrX,1181620,1181801,FBgn0040361,1,+,CG14627,1
chrX,1182102,1183349,FBgn0040361,2,+,CG14627,1
chrX,1180165,1181551,FBgn0040362,1,+,CG11379,1
chrX,1173877,1176035,FBgn0040363,1,-,CG11384,1
chrX,1171425,1171698,FBgn0040364,1,+,CG11378,1
chrX,1171816,1172740,FBgn0040364,2,+,CG11378,1
chrX,1145644,1146132,FBgn0040365,1,+,CG14628,1
chrX,1214943,1215156,FBgn0040366,1,-,CG11398,1
chrX,1211989,1214792,FBgn0040366,2,-,CG11398,1
chrX,1209970,1211853,FBgn0040367,1,+,CG11382,1
chrX,1162286,1162389,FBgn0040368,1,-,eIF4E-7,1
chrX,1158599,1160132,FBgn0040368,2,-,eIF4E-7,1
chrX,294713,294962,FBgn0040370,1,-,CG13375,1
chrX,290253,290596,FBgn0040370,2,-,CG13375,1
chrX,289041,289272,FBgn0040370,3,-,CG13375,1
chrX,287329,287526,FBgn0040370,4,-,CG13375,1
chrX,286949,287041,FBgn0040370,5,-,CG13375,1
chrX,283186,286891,FBgn0040370,6,-,CG13375,1
chrX,307684,307892,FBgn0040371,1,+,CG12470,1
chrX,308090,308935,FBgn0040371,2,+,CG12470,1
chrX,245978,247596,FBgn0040372,1,+,G9a,1
chrX,248382,250238,FBgn0040372,2,+,G9a,1
chrX,250294,250535,FBgn0040372,3,+,G9a,1
chrX,250626,250993,FBgn0040372,4,+,G9a,1
chrX,251050,251291,FBgn0040372,5,+,G9a,1
chrX,251351,251763,FBgn0040372,6,+,G9a,1
chrX,251823,252360,FBgn0040372,7,+,G9a,1
chrX,252430,252803,FBgn0040372,8,+,G9a,1
chrX,253069,254650,FBgn0040372,9,+,G9a,1
chrX,245412,245856,FBgn0040373,1,-,CG3038,1
chrX,245097,245346,FBgn0040373,2,-,CG3038,1
chrX,243954,245009,FBgn0040373,3,-,CG3038,1
chrX,2585651,2585699,FBgn0040375,1,-,CG13760,1
chrX,2584998,2585412,FBgn0040375,2,-,CG13760,1
chrX,2584667,2584935,FBgn0040375,3,-,CG13760,1
chrX,2584463,2584602,FBgn0040375,4,-,CG13760,1
chrX,2583745,2584395,FBgn0040375,5,-,CG13760,1
chrX,2580958,2581112,FBgn0040376,1,+,CG13759,1
chrX,2582989,2583823,FBgn0040376,2,+,CG13759,1
chrX,2580174,2580560,FBgn0040377,1,-,Vha36-3,1
chrX,2579996,2580113,FBgn0040377,2,-,Vha36-3,1
chrX,2579577,2579940,FBgn0040377,3,-,Vha36-3,1
chrX,2579091,2579515,FBgn0040377,4,-,Vha36-3,1
chrX,759594,759685,FBgn0040382,1,+,CG5273,1
chrX,759755,760528,FBgn0040382,2,+,CG5273,1
chrX,760682,761939,FBgn0040382,3,+,CG5273,1
chrX,750347,750731,FBgn0040383,1,+,CG5254,1
chrX,750794,750855,FBgn0040383,2,+,CG5254,1
chrX,757805,758719,FBgn0040383,3,+,CG5254,1
chrX,2790245,2790567,FBgn0040384,1,-,CG32795,1
chrX,2790059,2790157,FBgn0040384,2,-,CG32795,1
chrX,2789238,2789378,FBgn0040384,3,-,CG32795,1
chrX,2788494,2788612,FBgn0040384,4,-,CG32795,1
chrX,2785000,2785129,FBgn0040384,5,-,CG32795,1
chrX,2784548,2784687,FBgn0040384,6,-,CG32795,1
chrX,2784270,2784487,FBgn0040384,7,-,CG32795,1
chrX,2783767,2784146,FBgn0040384,8,-,CG32795,1
chrX,2782906,2783425,FBgn0040384,9,-,CG32795,1
chrX,2409365,2410901,FBgn0040385,1,-,CG12496,1
chrX,2469891,2470043,FBgn0040388,1,-,boi,1
chrX,2469337,2469411,FBgn0040388,2,-,boi,1
chrX,2456591,2456686,FBgn0040388,3,-,boi,1
chrX,2450903,2452147,FBgn0040388,4,-,boi,1
chrX,2450670,2450838,FBgn0040388,5,-,boi,1
chrX,2446890,2447597,FBgn0040388,6,-,boi,1
chrX,2446642,2446824,FBgn0040388,7,-,boi,1
chrX,2446411,2446577,FBgn0040388,8,-,boi,1
chrX,2445861,2446181,FBgn0040388,9,-,boi,1
chrX,2444167,2445593,FBgn0040388,10,-,boi,1
chrX,2343997,2344649,FBgn0040389,1,-,mRpL14,1
chrX,2327128,2327608,FBgn0040391,1,+,CG2854,1
chrX,2327780,2328941,FBgn0040391,2,+,CG2854,1
chrX,2325391,2326217,FBgn0040392,1,-,CG14050,1
chrX,2324748,2325305,FBgn0040392,2,-,CG14050,1
chrX,3236130,3236686,FBgn0040393,1,-,CG14265,1
chrX,2079715,2080405,FBgn0040394,1,-,CG16903,1
chrX,2078832,2079644,FBgn0040394,2,-,CG16903,1
chrX,2078343,2078774,FBgn0040394,3,-,CG16903,1
chrX,2080610,2080634,FBgn0040395,1,+,Unc-76,1
chrX,2080745,2081659,FBgn0040395,2,+,Unc-76,1
chrX,2090969,2091450,FBgn0040395,3,+,Unc-76,1
chrX,2091518,2091733,FBgn0040395,4,+,Unc-76,1
chrX,2091802,2091891,FBgn0040395,5,+,Unc-76,1
chrX,2091962,2093093,FBgn0040395,6,+,Unc-76,1
chrX,3175018,3175658,FBgn0040396,1,+,CG3939,1
chrX,3175934,3176223,FBgn0040396,2,+,CG3939,1
chrX,1134185,1134896,FBgn0040397,1,-,CG3655,1
chrX,1102347,1102401,FBgn0040397,2,-,CG3655,1
chrX,1077210,1077512,FBgn0040397,3,-,CG3655,1
chrX,1076433,1077097,FBgn0040397,4,-,CG3655,1
chrX,1073041,1076300,FBgn0040397,5,-,CG3655,1
chrX,1051525,1052631,FBgn0040398,1,+,CG14629,1
chr2R,18128494,18128770,FBgn0040465,1,+,Dlip3,1
chr2R,18128976,18129101,FBgn0040465,2,+,Dlip3,1
chr2R,18129179,18130246,FBgn0040465,3,+,Dlip3,1
chr3R,4645181,4645655,FBgn0040466,1,-,Dlip2,1
chr3R,4644649,4645076,FBgn0040466,2,-,Dlip2,1
chrX,9158622,9159076,FBgn0040467,1,+,Dlip1,1
chrX,9159140,9159375,FBgn0040467,2,+,Dlip1,1
chr3L,9712933,9713827,FBgn0040475,1,-,SH3PX1,1
chr3L,9711500,9712152,FBgn0040475,2,-,SH3PX1,1
chr3L,9710422,9711019,FBgn0040475,3,-,SH3PX1,1
chr2R,13485617,13486631,FBgn0040477,1,+,cid,1
chr3L,14945499,14946125,FBgn0040487,1,-,BobA,1
chr2R,11679492,11679586,FBgn0040491,1,+,Buffy,1
chr2R,11687418,11687736,FBgn0040491,2,+,Buffy,1
chr2R,11687813,11687959,FBgn0040491,3,+,Buffy,1
chr2R,11688020,11688328,FBgn0040491,4,+,Buffy,1
chr2R,11688390,11688557,FBgn0040491,5,+,Buffy,1
chr3R,12967454,12967712,FBgn0040493,1,-,grsm,1
chr3R,12967160,12967378,FBgn0040493,2,-,grsm,1
chr3R,12959293,12960317,FBgn0040493,3,-,grsm,1
chr3R,12959072,12959228,FBgn0040493,4,-,grsm,1
chr3R,12956942,12957118,FBgn0040493,5,-,grsm,1
chr3R,12950408,12950518,FBgn0040493,6,-,grsm,1
chr3R,12950042,12950327,FBgn0040493,7,-,grsm,1
chr2L,10677198,10677464,FBgn0040496,1,+,CG17104,1
chr2L,10677747,10678805,FBgn0040496,2,+,CG17104,1
chr2L,10678904,10679707,FBgn0040496,3,+,CG17104,1
chr2R,6179726,6180356,FBgn0040502,1,+,CG8343,1
chr2R,11414510,11414624,FBgn0040503,1,+,CG7763,1
chr2R,11414686,11415462,FBgn0040503,2,+,CG7763,1
chr2R,16639746,16640011,FBgn0040505,1,-,Alk,1
chr2R,16633859,16634903,FBgn0040505,2,-,Alk,1
chr2R,16633081,16633774,FBgn0040505,3,-,Alk,1
chr2R,16632518,16633010,FBgn0040505,4,-,Alk,1
chr2R,16632263,16632450,FBgn0040505,5,-,Alk,1
chr2R,16632019,16632196,FBgn0040505,6,-,Alk,1
chr2R,16630919,16631952,FBgn0040505,7,-,Alk,1
chr2R,16630652,16630859,FBgn0040505,8,-,Alk,1
chr2R,16625293,16630588,FBgn0040505,9,-,Alk,1
chr2L,12925611,12925690,FBgn0040506,1,+,ACXE,1
chr2L,12925752,12925892,FBgn0040506,2,+,ACXE,1
chr2L,12926033,12926192,FBgn0040506,3,+,ACXE,1
chr2L,12926256,12927027,FBgn0040506,4,+,ACXE,1
chr2L,12927107,12927207,FBgn0040506,5,+,ACXE,1
chr2L,12927265,12927622,FBgn0040506,6,+,ACXE,1
chr2L,12927686,12928139,FBgn0040506,7,+,ACXE,1
chr2L,12928204,12928565,FBgn0040506,8,+,ACXE,1
chr2L,12928623,12928717,FBgn0040506,9,+,ACXE,1
chr2L,12928778,12928929,FBgn0040506,10,+,ACXE,1
chr2L,12928994,12929129,FBgn0040506,11,+,ACXE,1
chr2L,12929187,12929823,FBgn0040506,12,+,ACXE,1
chr3L,2237608,2238013,FBgn0040507,1,+,ACXD,1
chr3L,2238308,2238550,FBgn0040507,2,+,ACXD,1
chr3L,2239093,2239916,FBgn0040507,3,+,ACXD,1
chr3L,2239979,2240260,FBgn0040507,4,+,ACXD,1
