chr,start,end,gene_ID,exon_number,strand,gene_name,isoforms
chr2R,20461075,20461193,FBgn0035027,8,+,CG3511,1
chr2R,20461339,20461459,FBgn0035027,9,+,CG3511,1
chr2R,20461519,20461738,FBgn0035027,10,+,CG3511,1
chr2R,20461807,20462027,FBgn0035027,11,+,CG3511,1
chr2R,20462079,20462423,FBgn0035028,1,+,Start1,1
chr2R,20462482,20462612,FBgn0035028,2,+,Start1,1
chr2R,20462674,20462822,FBgn0035028,3,+,Start1,1
chr2R,20462885,20463043,FBgn0035028,4,+,Start1,1
chr2R,20463099,20463152,FBgn0035028,5,+,Start1,1
chr2R,20463214,20463346,FBgn0035028,6,+,Start1,1
chr2R,20463400,20463533,FBgn0035028,7,+,Start1,1
chr2R,20463717,20463869,FBgn0035028,8,+,Start1,1
chr2R,20463924,20464028,FBgn0035028,9,+,Start1,1
chr2R,20464089,20464630,FBgn0035028,10,+,Start1,1
chr2R,20464676,20464822,FBgn0035028,11,+,Start1,1
chr2R,20464889,20465199,FBgn0035028,12,+,Start1,1
chr2R,20485518,20485956,FBgn0035031,1,+,CG13587,1
chr2R,20486014,20486356,FBgn0035031,2,+,CG13587,1
chr2R,20486422,20486614,FBgn0035031,3,+,CG13587,1
chr2R,20487290,20487344,FBgn0035032,1,-,ATPsynF,1
chr2R,20487140,20487222,FBgn0035032,2,-,ATPsynF,1
chr2R,20486611,20487020,FBgn0035032,3,-,ATPsynF,1
chr2R,20487489,20487908,FBgn0035033,1,+,CG3548,1
chr2R,20487984,20488503,FBgn0035033,2,+,CG3548,1
chr2R,20488632,20489890,FBgn0035033,3,+,CG3548,1
chr2R,20489995,20490434,FBgn0035034,1,+,CG3565,1
chr2R,20490492,20490599,FBgn0035034,2,+,CG3565,1
chr2R,20490661,20491011,FBgn0035034,3,+,CG3565,1
chr2R,20491135,20492194,FBgn0035035,1,+,CG3570,1
chr2R,20494308,20494541,FBgn0035036,1,-,CG4707,1
chr2R,20492971,20494244,FBgn0035036,2,-,CG4707,1
chr2R,20492517,20492907,FBgn0035036,3,-,CG4707,1
chr2R,20492117,20492461,FBgn0035036,4,-,CG4707,1
chr2R,20499228,20499345,FBgn0035039,1,+,Adck,1
chr2R,20499690,20500810,FBgn0035039,2,+,Adck,1
chr2R,20500874,20500969,FBgn0035039,3,+,Adck,1
chr2R,20501031,20501430,FBgn0035039,4,+,Adck,1
chr2R,20502368,20502663,FBgn0035040,1,-,CG4741,1
chr2R,20502252,20502309,FBgn0035040,2,-,CG4741,1
chr2R,20498324,20498805,FBgn0035040,3,-,CG4741,1
chr2R,20525949,20526110,FBgn0035041,1,-,CG13594,1
chr2R,20524806,20525001,FBgn0035041,2,-,CG13594,1
chr2R,20512522,20512842,FBgn0035041,3,-,CG13594,1
chr2R,20511983,20512065,FBgn0035041,4,-,CG13594,1
chr2R,20511196,20511881,FBgn0035041,5,-,CG13594,1
chr2R,20508871,20509174,FBgn0035041,6,-,CG13594,1
chr2R,20508225,20508590,FBgn0035041,7,-,CG13594,1
chr2R,20502944,20503722,FBgn0035041,8,-,CG13594,1
chr2R,20527211,20527353,FBgn0035042,1,+,CG3640,1
chr2R,20527429,20528279,FBgn0035042,2,+,CG3640,1
chr2R,20528206,20529760,FBgn0035043,1,-,CG4781,1
chr2R,20549047,20549240,FBgn0035044,1,+,CG3663,1
chr2R,20549311,20549520,FBgn0035044,2,+,CG3663,1
chr2R,20549578,20549940,FBgn0035044,3,+,CG3663,1
chr2R,20551921,20551969,FBgn0035046,1,+,ND-19,1
chr2R,20552039,20552202,FBgn0035046,2,+,ND-19,1
chr2R,20552377,20552552,FBgn0035046,3,+,ND-19,1
chr2R,20552616,20552706,FBgn0035046,4,+,ND-19,1
chr2R,20552760,20552962,FBgn0035046,5,+,ND-19,1
chr2R,20556901,20556997,FBgn0035047,1,+,Pof,1
chr2R,20557047,20557370,FBgn0035047,2,+,Pof,1
chr2R,20557425,20558309,FBgn0035047,3,+,Pof,1
chr2R,20558371,20558562,FBgn0035047,4,+,Pof,1
chr2R,20558621,20559041,FBgn0035047,5,+,Pof,1
chr2R,20572230,20572613,FBgn0035049,1,-,Mmp1,1
chr2R,20569737,20569964,FBgn0035049,2,-,Mmp1,1
chr2R,20563719,20564122,FBgn0035049,3,-,Mmp1,1
chr2R,20562733,20563648,FBgn0035049,4,-,Mmp1,1
chr2R,20562586,20562664,FBgn0035049,5,-,Mmp1,1
chr2R,20560074,20560374,FBgn0035049,6,-,Mmp1,1
chr2R,20558817,20559829,FBgn0035049,7,-,Mmp1,1
chr2R,20581430,20581909,FBgn0035050,1,-,ST6Gal,1
chr2R,20580198,20581179,FBgn0035050,2,-,ST6Gal,1
chr2R,20579846,20579943,FBgn0035050,3,-,ST6Gal,1
chr2R,20579504,20579783,FBgn0035050,4,-,ST6Gal,1
chr2R,20579299,20579396,FBgn0035050,5,-,ST6Gal,1
chr2R,20578945,20579235,FBgn0035050,6,-,ST6Gal,1
chr2R,20644903,20645038,FBgn0035056,1,+,spz6,1
chr2R,20646021,20646319,FBgn0035056,2,+,spz6,1
chr2R,20646380,20646706,FBgn0035056,3,+,spz6,1
chr2R,20647107,20647989,FBgn0035056,4,+,spz6,1
chr2R,20648185,20648369,FBgn0035057,1,+,CG3880,1
chr2R,20648805,20649668,FBgn0035057,2,+,CG3880,1
chr2R,20649725,20650128,FBgn0035057,3,+,CG3880,1
chr2R,20650687,20651188,FBgn0035059,1,+,CG3894,1
chr2R,20653112,20653247,FBgn0035059,2,+,CG3894,1
chr2R,20653301,20653606,FBgn0035059,3,+,CG3894,1
chr2R,20653673,20654273,FBgn0035059,4,+,CG3894,1
chr2R,20662431,20662788,FBgn0035060,1,-,Eps-15,1
chr2R,20662100,20662336,FBgn0035060,2,-,Eps-15,1
chr2R,20661265,20662028,FBgn0035060,3,-,Eps-15,1
chr2R,20660885,20661206,FBgn0035060,4,-,Eps-15,1
chr2R,20660735,20660824,FBgn0035060,5,-,Eps-15,1
chr2R,20660121,20660318,FBgn0035060,6,-,Eps-15,1
chr2R,20659621,20660064,FBgn0035060,7,-,Eps-15,1
chr2R,20659372,20659560,FBgn0035060,8,-,Eps-15,1
chr2R,20659248,20659313,FBgn0035060,9,-,Eps-15,1
chr2R,20656942,20657206,FBgn0035060,10,-,Eps-15,1
chr2R,20655837,20656883,FBgn0035060,11,-,Eps-15,1
chr2R,20668468,20669307,FBgn0035063,1,+,CG3594,1
chr2R,20670816,20671018,FBgn0035064,1,-,TyrRS-m,1
chr2R,20670416,20670748,FBgn0035064,2,-,TyrRS-m,1
chr2R,20669789,20670363,FBgn0035064,3,-,TyrRS-m,1
chr2R,20669542,20669730,FBgn0035064,4,-,TyrRS-m,1
chr2R,20669244,20669483,FBgn0035064,5,-,TyrRS-m,1
chr2R,20671095,20671884,FBgn0035065,1,+,CG3589,1
chr2R,20671940,20672103,FBgn0035065,2,+,CG3589,1
chr2R,20672157,20672266,FBgn0035065,3,+,CG3589,1
chr2R,20672324,20672783,FBgn0035065,4,+,CG3589,1
chr2R,20672835,20673065,FBgn0035065,5,+,CG3589,1
chr2R,20685448,20685495,FBgn0035068,1,+,CG12849,1
chr2R,20685554,20685709,FBgn0035068,2,+,CG12849,1
chr2R,20685759,20685923,FBgn0035068,3,+,CG12849,1
chr2R,20685987,20686136,FBgn0035068,4,+,CG12849,1
chr2R,20686321,20687085,FBgn0035069,1,+,CG3611,1
chr2R,20736499,20737284,FBgn0035070,1,+,CG3650,1
chr2R,20761883,20762435,FBgn0035073,1,-,CG16896,1
chr2R,20761710,20761823,FBgn0035073,2,-,CG16896,1
chr2R,20759232,20761647,FBgn0035073,3,-,CG16896,1
chr2R,20758930,20759168,FBgn0035073,4,-,CG16896,1
chr2R,20777446,20778545,FBgn0035076,1,-,Ance-5,1
chr2R,20776718,20777284,FBgn0035076,2,-,Ance-5,1
chr2R,20776345,20776658,FBgn0035076,3,-,Ance-5,1
chr2R,20776151,20776284,FBgn0035076,4,-,Ance-5,1
chr2R,20785775,20785882,FBgn0035077,1,+,CG9083,1
chr2R,20785951,20787028,FBgn0035077,2,+,CG9083,1
chr2R,20787056,20788191,FBgn0035078,1,-,Tpc2,1
chr2R,20785425,20786991,FBgn0035078,2,-,Tpc2,1
chr2R,20827595,20827993,FBgn0035082,1,-,CG2811,1
chr2R,20827229,20827536,FBgn0035082,2,-,CG2811,1
chr2R,20829773,20829932,FBgn0035083,1,-,Tina-1,1
chr2R,20828645,20828964,FBgn0035083,2,-,Tina-1,1
chr2R,20828148,20828577,FBgn0035083,3,-,Tina-1,1
chr2R,20831542,20832120,FBgn0035084,1,-,CG15861,1
chr2R,20831346,20831456,FBgn0035084,2,-,CG15861,1
chr2R,20830914,20831288,FBgn0035084,3,-,CG15861,1
chr2R,20832666,20833686,FBgn0035085,1,+,CG3770,1
chr2R,20833742,20833855,FBgn0035085,2,+,CG3770,1
chr2R,20833906,20834159,FBgn0035085,3,+,CG3770,1
chr2R,20836170,20836925,FBgn0035086,1,+,CG12851,1
chr2R,20837114,20837389,FBgn0035086,2,+,CG12851,1
chr2R,20837447,20838374,FBgn0035086,3,+,CG12851,1
chr2R,20838478,20839033,FBgn0035086,4,+,CG12851,1
chr2R,20839104,20839526,FBgn0035086,5,+,CG12851,1
chr2R,20839583,20839777,FBgn0035086,6,+,CG12851,1
chr2R,20839835,20840523,FBgn0035086,7,+,CG12851,1
chr2R,20840576,20842004,FBgn0035086,8,+,CG12851,1
chr2R,20852095,20852606,FBgn0035087,1,-,CG2765,1
chr2R,20849129,20849270,FBgn0035087,2,-,CG2765,1
chr2R,20847362,20849026,FBgn0035087,3,-,CG2765,1
chr2R,20857296,20857723,FBgn0035088,1,+,CG3776,1
chr2R,20857776,20858071,FBgn0035088,2,+,CG3776,1
chr2R,20858128,20858383,FBgn0035088,3,+,CG3776,1
chr2R,20859298,20859365,FBgn0035089,1,-,Phk-3,1
chr2R,20858366,20858840,FBgn0035089,2,-,Phk-3,1
chr2R,20862170,20862894,FBgn0035090,1,-,CG2736,1
chr2R,20861705,20862107,FBgn0035090,2,-,CG2736,1
chr2R,20861388,20861638,FBgn0035090,3,-,CG2736,1
chr2R,20860954,20861330,FBgn0035090,4,-,CG2736,1
chr2R,20873478,20874710,FBgn0035091,1,+,CG3829,1
chr2R,20875711,20875993,FBgn0035091,2,+,CG3829,1
chr2R,20876054,20876145,FBgn0035091,3,+,CG3829,1
chr2R,20876203,20876430,FBgn0035091,4,+,CG3829,1
chr2R,20876485,20876757,FBgn0035091,5,+,CG3829,1
chr2R,20876815,20877406,FBgn0035091,6,+,CG3829,1
chr2R,20877466,20878012,FBgn0035091,7,+,CG3829,1
chr2R,20919903,20920202,FBgn0035092,1,+,Nplp1,1
chr2R,20924116,20924235,FBgn0035092,2,+,Nplp1,1
chr2R,20924372,20925053,FBgn0035092,3,+,Nplp1,1
chr2R,20925225,20925487,FBgn0035092,4,+,Nplp1,1
chr2R,20926574,20927520,FBgn0035092,5,+,Nplp1,1
chr2R,21076300,21076331,FBgn0035094,1,-,CG9380,1
chr2R,21074349,21075746,FBgn0035094,2,-,CG9380,1
chr2R,21074066,21074198,FBgn0035094,3,-,CG9380,1
chr2R,21073851,21073993,FBgn0035094,4,-,CG9380,1
chr2R,21073455,21073799,FBgn0035094,5,-,CG9380,1
chr2R,21073343,21073399,FBgn0035094,6,-,CG9380,1
chr2R,21072649,21073285,FBgn0035094,7,-,CG9380,1
chr3L,74454,75332,FBgn0035097,1,-,CG13405,1
chr3L,73945,74391,FBgn0035097,2,-,CG13405,1
chr3L,146433,146706,FBgn0035099,1,+,CG6845,1
chr3L,146772,147082,FBgn0035099,2,+,CG6845,1
chr3L,147138,147398,FBgn0035099,3,+,CG6845,1
chr3L,147453,147666,FBgn0035099,4,+,CG6845,1
chr3L,147730,147883,FBgn0035099,5,+,CG6845,1
chr3L,147936,148413,FBgn0035099,6,+,CG6845,1
chr3L,148462,148645,FBgn0035099,7,+,CG6845,1
chr3L,148704,148841,FBgn0035099,8,+,CG6845,1
chr3L,148895,149056,FBgn0035099,9,+,CG6845,1
chr3L,152884,153304,FBgn0035101,1,+,p130CAS,1
chr3L,167476,167619,FBgn0035101,2,+,p130CAS,1
chr3L,168581,168850,FBgn0035101,3,+,p130CAS,1
chr3L,172061,174517,FBgn0035101,4,+,p130CAS,1
chr3L,175112,176228,FBgn0035102,1,-,CG7049,1
chr3L,178497,178635,FBgn0035103,1,-,Vdup1,1
chr3L,177382,177873,FBgn0035103,2,-,Vdup1,1
chr3L,177146,177328,FBgn0035103,3,-,Vdup1,1
chr3L,176502,177079,FBgn0035103,4,-,Vdup1,1
chr3L,179923,179991,FBgn0035104,1,+,CG13875,1
chr3L,180740,181088,FBgn0035104,2,+,CG13875,1
chr3L,181148,181431,FBgn0035104,3,+,CG13875,1
chr3L,181490,181680,FBgn0035104,4,+,CG13875,1
chr3L,181743,182535,FBgn0035104,5,+,CG13875,1
chr3L,199463,199762,FBgn0035106,1,-,rno,1
chr3L,198762,199087,FBgn0035106,2,-,rno,1
chr3L,198136,198689,FBgn0035106,3,-,rno,1
chr3L,197880,198074,FBgn0035106,4,-,rno,1
chr3L,197590,197806,FBgn0035106,5,-,rno,1
chr3L,197348,197537,FBgn0035106,6,-,rno,1
chr3L,196673,197289,FBgn0035106,7,-,rno,1
chr3L,187207,196603,FBgn0035106,8,-,rno,1
chr3L,200174,200297,FBgn0035107,1,+,mri,1
chr3L,200390,201060,FBgn0035107,2,+,mri,1
chr3L,201171,201368,FBgn0035107,3,+,mri,1
chr3L,201441,201758,FBgn0035107,4,+,mri,1
chr3L,201817,202152,FBgn0035107,5,+,mri,1
chr3L,206134,206318,FBgn0035109,1,+,CG13876,1
chr3L,206376,207527,FBgn0035109,2,+,CG13876,1
chr3L,212618,212687,FBgn0035110,1,-,thoc7,1
chr3L,212445,212559,FBgn0035110,2,-,thoc7,1
chr3L,211636,212379,FBgn0035110,3,-,thoc7,1
chr3L,212709,212784,FBgn0035111,1,+,CG16940,1
chr3L,212844,213976,FBgn0035111,2,+,CG16940,1
chr3L,214032,215451,FBgn0035111,3,+,CG16940,1
chr3L,215505,215624,FBgn0035111,4,+,CG16940,1
chr3L,215683,216479,FBgn0035111,5,+,CG16940,1
chr3L,218067,218195,FBgn0035112,1,+,CG13877,1
chr3L,218283,218663,FBgn0035112,2,+,CG13877,1
chr3L,222585,223069,FBgn0035113,1,-,pyx,1
chr3L,222270,222513,FBgn0035113,2,-,pyx,1
chr3L,221961,222216,FBgn0035113,3,-,pyx,1
chr3L,221589,221878,FBgn0035113,4,-,pyx,1
chr3L,221256,221524,FBgn0035113,5,-,pyx,1
chr3L,220507,220582,FBgn0035113,6,-,pyx,1
chr3L,219713,220444,FBgn0035113,7,-,pyx,1
chr3L,218261,219645,FBgn0035113,8,-,pyx,1
chr3L,217932,218160,FBgn0035113,9,-,pyx,1
chr3L,258176,258395,FBgn0035120,1,+,wac,1
chr3L,258451,258763,FBgn0035120,2,+,wac,1
chr3L,258823,259097,FBgn0035120,3,+,wac,1
chr3L,264118,264380,FBgn0035121,1,-,Tudor-SN,1
chr3L,261978,262818,FBgn0035121,2,-,Tudor-SN,1
chr3L,260311,261746,FBgn0035121,3,-,Tudor-SN,1
chr3L,259043,259913,FBgn0035121,4,-,Tudor-SN,1
chr3L,264779,265049,FBgn0035122,1,+,mRpL17,1
chr3L,265112,265932,FBgn0035122,2,+,mRpL17,1
chr3L,275155,276667,FBgn0035124,1,+,ttm2,1
chr3L,331297,332309,FBgn0035131,1,-,mthl9,1
chr3L,331049,331240,FBgn0035131,2,-,mthl9,1
chr3L,330756,330989,FBgn0035131,3,-,mthl9,1
chr3L,330541,330697,FBgn0035131,4,-,mthl9,1
chr3L,330278,330481,FBgn0035131,5,-,mthl9,1
chr3L,330136,330215,FBgn0035131,6,-,mthl9,1
chr3L,329822,330074,FBgn0035131,7,-,mthl9,1
chr3L,338847,339016,FBgn0035132,1,-,mthl10,1
chr3L,338487,338626,FBgn0035132,2,-,mthl10,1
chr3L,335929,336692,FBgn0035132,3,-,mthl10,1
chr3L,335245,335857,FBgn0035132,4,-,mthl10,1
chr3L,334975,335199,FBgn0035132,5,-,mthl10,1
chr3L,333942,334119,FBgn0035132,6,-,mthl10,1
chr3L,333316,333640,FBgn0035132,7,-,mthl10,1
chr3L,356422,357664,FBgn0035134,1,+,CG1231,1
chr3L,361084,361383,FBgn0035136,1,-,NA,1
chr3L,360749,361014,FBgn0035136,2,-,NA,1
chr3L,359245,360689,FBgn0035136,3,-,NA,1
chr3L,357851,359185,FBgn0035136,4,-,NA,1
chr3L,361472,361699,FBgn0035137,1,+,CG1233,1
chr3L,361753,362341,FBgn0035137,2,+,CG1233,1
chr3L,362427,364903,FBgn0035137,3,+,CG1233,1
chr3L,364965,365681,FBgn0035137,4,+,CG1233,1
chr3L,365664,366437,FBgn0035138,1,-,CG13884,1
chr3L,433146,433906,FBgn0035139,1,-,CG13891,1
chr3L,540851,540940,FBgn0035140,1,+,CG17180,1
chr3L,541002,541428,FBgn0035140,2,+,CG17180,1
chr3L,541485,541959,FBgn0035140,3,+,CG17180,1
chr3L,542017,542147,FBgn0035140,4,+,CG17180,1
chr3L,542770,542931,FBgn0035141,1,-,Cypl,1
chr3L,542122,542677,FBgn0035141,2,-,Cypl,1
chr3L,546059,546198,FBgn0035142,1,+,Hipk,1
chr3L,547482,548067,FBgn0035142,2,+,Hipk,1
chr3L,569527,569816,FBgn0035142,3,+,Hipk,1
chr3L,569879,570199,FBgn0035142,4,+,Hipk,1
chr3L,570263,571014,FBgn0035142,5,+,Hipk,1
chr3L,571080,571673,FBgn0035142,6,+,Hipk,1
chr3L,571742,571971,FBgn0035142,7,+,Hipk,1
chr3L,572078,572545,FBgn0035142,8,+,Hipk,1
chr3L,573056,573990,FBgn0035142,9,+,Hipk,1
chr3L,574058,574368,FBgn0035142,10,+,Hipk,1
chr3L,574466,581099,FBgn0035142,11,+,Hipk,1
chr3L,581337,581504,FBgn0035143,1,+,Ppm1,1
chr3L,581557,582810,FBgn0035143,2,+,Ppm1,1
chr3L,588963,589272,FBgn0035144,1,-,Kah,1
chr3L,585017,585465,FBgn0035144,2,-,Kah,1
chr3L,584479,584956,FBgn0035144,3,-,Kah,1
chr3L,582824,584409,FBgn0035144,4,-,Kah,1
chr3L,593246,593503,FBgn0035145,1,+,MED14,1
chr3L,593566,593660,FBgn0035145,2,+,MED14,1
chr3L,593726,594291,FBgn0035145,3,+,MED14,1
chr3L,594354,594845,FBgn0035145,4,+,MED14,1
chr3L,594916,595283,FBgn0035145,5,+,MED14,1
chr3L,595342,595576,FBgn0035145,6,+,MED14,1
chr3L,595635,596270,FBgn0035145,7,+,MED14,1
chr3L,596327,596631,FBgn0035145,8,+,MED14,1
chr3L,596688,599242,FBgn0035145,9,+,MED14,1
chr3L,603371,604001,FBgn0035146,1,-,CG13893,1
chr3L,600843,600912,FBgn0035146,2,-,CG13893,1
chr3L,600727,600770,FBgn0035146,3,-,CG13893,1
chr3L,600547,600664,FBgn0035146,4,-,CG13893,1
chr3L,599688,600482,FBgn0035146,5,-,CG13893,1
chr3L,599094,599626,FBgn0035146,6,-,CG13893,1
chr3L,648555,649051,FBgn0035147,1,+,Gale,1
chr3L,649179,649419,FBgn0035147,2,+,Gale,1
chr3L,650233,650523,FBgn0035147,3,+,Gale,1
chr3L,650584,651311,FBgn0035147,4,+,Gale,1
chr3L,652711,652881,FBgn0035148,1,-,CG3402,1
chr3L,652444,652572,FBgn0035148,2,-,CG3402,1
chr3L,651542,652276,FBgn0035148,3,-,CG3402,1
chr3L,652987,654089,FBgn0035149,1,-,MED30,1
chr3L,654363,654477,FBgn0035150,1,+,Rev1,1
chr3L,654536,655893,FBgn0035150,2,+,Rev1,1
chr3L,655948,656230,FBgn0035150,3,+,Rev1,1
chr3L,656293,656716,FBgn0035150,4,+,Rev1,1
chr3L,656779,656832,FBgn0035150,5,+,Rev1,1
chr3L,656898,657585,FBgn0035150,6,+,Rev1,1
chr3L,657650,657971,FBgn0035150,7,+,Rev1,1
chr3L,680174,680326,FBgn0035151,1,-,CG17129,1
chr3L,679897,679995,FBgn0035151,2,-,CG17129,1
chr3L,677879,679827,FBgn0035151,3,-,CG17129,1
chr3L,682274,682319,FBgn0035152,1,-,CG3386,1
chr3L,681857,682193,FBgn0035152,2,-,CG3386,1
chr3L,681373,681786,FBgn0035152,3,-,CG3386,1
chr3L,680662,681310,FBgn0035152,4,-,CG3386,1
chr3L,685028,685549,FBgn0035153,1,-,ebd1,1
chr3L,682885,684691,FBgn0035153,2,-,ebd1,1
chr3L,687802,687958,FBgn0035154,1,-,CG3344,1
chr3L,686581,687372,FBgn0035154,2,-,CG3344,1
chr3L,686342,686527,FBgn0035154,3,-,CG3344,1
chr3L,685942,686286,FBgn0035154,4,-,CG3344,1
chr3L,690517,690799,FBgn0035155,1,+,RabX6,1
chr3L,690949,691951,FBgn0035155,2,+,RabX6,1
chr3L,698862,699144,FBgn0035157,1,-,CG13894,1
chr3L,693083,694992,FBgn0035157,2,-,CG13894,1
chr3L,708071,708205,FBgn0035158,1,-,CG13895,1
chr3L,707890,708003,FBgn0035158,2,-,CG13895,1
chr3L,705948,707622,FBgn0035158,3,-,CG13895,1
chr3L,711745,711850,FBgn0035159,1,-,CG13896,1
chr3L,710820,711687,FBgn0035159,2,-,CG13896,1
chr3L,755376,755489,FBgn0035160,1,-,hng3,1
chr3L,737680,738732,FBgn0035160,2,-,hng3,1
chr3L,803427,804051,FBgn0035161,1,-,CG13898,1
chr3L,833260,833402,FBgn0035162,1,-,CG13900,1
chr3L,832715,832975,FBgn0035162,2,-,CG13900,1
chr3L,832042,832407,FBgn0035162,3,-,CG13900,1
chr3L,831316,831790,FBgn0035162,4,-,CG13900,1
chr3L,830908,831242,FBgn0035162,5,-,CG13900,1
chr3L,830622,830728,FBgn0035162,6,-,CG13900,1
chr3L,830034,830341,FBgn0035162,7,-,CG13900,1
chr3L,827877,829851,FBgn0035162,8,-,CG13900,1
chr3L,827646,827697,FBgn0035162,9,-,CG13900,1
chr3L,827423,827469,FBgn0035162,10,-,CG13900,1
chr3L,827182,827236,FBgn0035162,11,-,CG13900,1
chr3L,826946,827001,FBgn0035162,12,-,CG13900,1
chr3L,826720,826885,FBgn0035162,13,-,CG13900,1
chr3L,837748,837821,FBgn0035164,1,-,CG13901,1
chr3L,836667,837511,FBgn0035164,2,-,CG13901,1
chr3L,837861,837945,FBgn0035165,1,+,CG13887,1
chr3L,838049,838624,FBgn0035165,2,+,CG13887,1
chr3L,839250,839747,FBgn0035165,3,+,CG13887,1
chr3L,841042,841360,FBgn0035166,1,-,CG13902,1
chr3L,839980,840990,FBgn0035166,2,-,CG13902,1
chr3L,841451,841862,FBgn0035167,1,+,Gr61a,1
chr3L,841923,842114,FBgn0035167,2,+,Gr61a,1
chr3L,842164,842358,FBgn0035167,3,+,Gr61a,1
chr3L,842411,842577,FBgn0035167,4,+,Gr61a,1
chr3L,842634,842756,FBgn0035167,5,+,Gr61a,1
chr3L,842814,842968,FBgn0035167,6,+,Gr61a,1
chr3L,843020,843272,FBgn0035167,7,+,Gr61a,1
chr3L,843331,843701,FBgn0035167,8,+,Gr61a,1
chr3L,843926,844683,FBgn0035168,1,+,cep290,1
chr3L,844741,844914,FBgn0035168,2,+,cep290,1
chr3L,844968,845375,FBgn0035168,3,+,cep290,1
chr3L,845441,846266,FBgn0035168,4,+,cep290,1
chr3L,846326,847260,FBgn0035168,5,+,cep290,1
chr3L,847319,847451,FBgn0035168,6,+,cep290,1
chr3L,847514,847667,FBgn0035168,7,+,cep290,1
chr3L,847725,848411,FBgn0035168,8,+,cep290,1
chr3L,848476,849135,FBgn0035168,9,+,cep290,1
chr3L,849189,849321,FBgn0035168,10,+,cep290,1
chr3L,849380,850368,FBgn0035168,11,+,cep290,1
chr3L,850434,850761,FBgn0035168,12,+,cep290,1
chr3L,850825,851080,FBgn0035168,13,+,cep290,1
chr3L,851346,851714,FBgn0035169,1,+,CG13890,1
chr3L,851774,851893,FBgn0035169,2,+,CG13890,1
chr3L,851953,852673,FBgn0035169,3,+,CG13890,1
chr3L,856343,857248,FBgn0035170,1,-,dpr20,1
chr3L,854587,855043,FBgn0035170,2,-,dpr20,1
chr3L,854296,854410,FBgn0035170,3,-,dpr20,1
chr3L,853906,854143,FBgn0035170,4,-,dpr20,1
chr3L,853670,853847,FBgn0035170,5,-,dpr20,1
chr3L,853469,853605,FBgn0035170,6,-,dpr20,1
chr3L,852720,853405,FBgn0035170,7,-,dpr20,1
chr3L,865396,865403,FBgn0035171,1,+,CG12502,1
chr3L,866607,866859,FBgn0035171,2,+,CG12502,1
chr3L,867942,868487,FBgn0035171,3,+,CG12502,1
chr3L,868569,868758,FBgn0035171,4,+,CG12502,1
chr3L,868936,869601,FBgn0035171,5,+,CG12502,1
chr3L,869663,869866,FBgn0035171,6,+,CG12502,1
chr3L,869933,870895,FBgn0035171,7,+,CG12502,1
chr3L,877291,882013,FBgn0035173,1,-,CG13907,1
chr3L,902898,903810,FBgn0035176,1,+,CG13905,1
chr3L,993983,994210,FBgn0035179,1,+,CG12038,1
chr3L,994277,994429,FBgn0035179,2,+,CG12038,1
chr3L,994503,994640,FBgn0035179,3,+,CG12038,1
chr3L,994708,994916,FBgn0035179,4,+,CG12038,1
chr3L,994976,995703,FBgn0035179,5,+,CG12038,1
chr3L,1034697,1034885,FBgn0035181,1,+,CG9205,1
chr3L,1035210,1035461,FBgn0035181,2,+,CG9205,1
chr3L,1035560,1035956,FBgn0035181,3,+,CG9205,1
chr3L,1036032,1036298,FBgn0035181,4,+,CG9205,1
chr3L,1189590,1189824,FBgn0035186,1,+,CG13912,1
chr3L,1189892,1190472,FBgn0035186,2,+,CG13912,1
chr3L,1192580,1193169,FBgn0035187,1,-,Trh,1
chr3L,1192308,1192473,FBgn0035187,2,-,Trh,1
chr3L,1192184,1192234,FBgn0035187,3,-,Trh,1
chr3L,1191825,1192106,FBgn0035187,4,-,Trh,1
chr3L,1191465,1191591,FBgn0035187,5,-,Trh,1
chr3L,1191173,1191405,FBgn0035187,6,-,Trh,1
chr3L,1190384,1191113,FBgn0035187,7,-,Trh,1
chr3L,1204555,1204792,FBgn0035189,1,-,CG9119,1
chr3L,1203316,1204286,FBgn0035189,2,-,CG9119,1
chr3L,1235726,1235913,FBgn0035192,1,+,CG9194,1
chr3L,1236518,1236777,FBgn0035192,2,+,CG9194,1
chr3L,1236837,1237083,FBgn0035192,3,+,CG9194,1
chr3L,1239628,1239754,FBgn0035192,4,+,CG9194,1
chr3L,1239819,1241221,FBgn0035192,5,+,CG9194,1
chr3L,1241277,1242025,FBgn0035192,6,+,CG9194,1
chr3L,1237133,1238319,FBgn0035193,1,-,CG9192,1
chr3L,1246986,1247677,FBgn0035194,1,-,Psf1,1
chr3L,1247817,1247947,FBgn0035195,1,+,Sac1,1
chr3L,1248256,1250451,FBgn0035195,2,+,Sac1,1
chr3L,1250696,1251778,FBgn0035196,1,+,CG9129,1
chr3L,1252012,1253232,FBgn0035197,1,+,CG9130,1
chr3L,1253304,1253723,FBgn0035197,2,+,CG9130,1
chr3L,1254076,1255044,FBgn0035197,3,+,CG9130,1
chr3L,1255488,1255986,FBgn0035197,4,+,CG9130,1
chr3L,1252012,1253232,FBgn0035198,1,+,CG9133,1
chr3L,1253304,1253723,FBgn0035198,2,+,CG9133,1
chr3L,1254076,1254324,FBgn0035198,3,+,CG9133,1
chr3L,1254398,1255044,FBgn0035198,4,+,CG9133,1
chr3L,1255488,1255986,FBgn0035198,5,+,CG9133,1
chr3L,1256449,1257360,FBgn0035199,1,+,tfc,1
